,title,text,label
1992,"Corps Commander Conference held at GHQ chaired by COAS to review Operational Preparedness, situation along LoC, national security, Afghan peace process and situation regarding Coronavirus","Corps Commander Conference held at GHQ chaired by COAS to review Operational Preparedness, situation along LoC, national security, Afghan peace process and situation regarding Coronavirus",TRUE
1993,A video from Italian TV predicted the virus in 2015,A video from Italian TV predicted the virus in 2015,FAKE
1994,Doesn't every country have to do the thing they're doing at the same time for it to work?,Doesn't every country have to do the thing they're doing at the same time for it to work?,TRUE
1997,Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively,Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively,FAKE
1998,“The Kaaba opened again” or “the Hajj was not stopped”,“The Kaaba opened again” or “the Hajj was not stopped”,FAKE
2000,"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that they cause the novel coronavirus","A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that they cause the novel coronavirus",FAKE
2004,A video of an alleged seer who predicted the coronavirus in December 2019,A video of an alleged seer who predicted the coronavirus in December 2019,FAKE
2005,A video post related to corona virus is circulating in social media saying China distributing Quran,A video post related to corona virus is circulating in social media saying China distributing Quran,FAKE
2011,Boiled sumac cures COVID-19,Boiled sumac cures COVID-19,FAKE
2015,A comparison of the evolution of the coronavirus in Argentina and Chile,A comparison of the evolution of the coronavirus in Argentina and Chile,FAKE
2016,Audio clips from a doctor that works for Argentina?s most important lab testing for coronavirus,Audio clips from a doctor that works for Argentina?s most important lab testing for coronavirus,FAKE
2018,"A viral video post claiming that Myanmar people have resistance to coronavirus as they eat fishpaste and vegetables. The video narration he says that Myanmar people eat rice, fishpaste and vegetables- thus we don’t need to worry about coronavirus infections as our immune system is stronger than people from the west","A viral video post claiming that Myanmar people have resistance to coronavirus as they eat fishpaste and vegetables. The video narration he says that Myanmar people eat rice, fishpaste and vegetables- thus we don’t need to worry about coronavirus infections as our immune system is stronger than people from the west",FAKE
2019,CDC recommends people to shave their facial hair to prevent coronavirus,CDC recommends people to shave their facial hair to prevent coronavirus,FAKE
2020,COVID-19 affects mainly people with type A blood (group II),COVID-19 affects mainly people with type A blood (group II),FAKE
2021,“These are the coffins of people that have died from Covid-19. Would you now stay at home you idiots?”,“These are the coffins of people that have died from Covid-19. Would you now stay at home you idiots?”,FAKE
2025,"A recipe involving a full lemon and ground cloves has cured a woman’s COVID19 symptoms. She isn’t sure she and her maid actually had COVID19, but she still encourage people who think they have it to take this recipe","A recipe involving a full lemon and ground cloves has cured a woman’s COVID19 symptoms. She isn’t sure she and her maid actually had COVID19, but she still encourage people who think they have it to take this recipe",FAKE
2026,59 people from Kenya die after drinking Detol when Prophet Rufus Phala of AK Spiritual Christian Church told them to do so to prevent COVID19 infection,59 people from Kenya die after drinking Detol when Prophet Rufus Phala of AK Spiritual Christian Church told them to do so to prevent COVID19 infection,FAKE
2027,According to an university by the University of Turin: taking more vitamin D to reduce the risk of infection by the coronavirus,According to an university by the University of Turin: taking more vitamin D to reduce the risk of infection by the coronavirus,FAKE
2028,A post has been shared repeatedly in multiple posts on Facebook which claim that Singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic,A post has been shared repeatedly in multiple posts on Facebook which claim that Singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic,FAKE
2029,People still tripping over Covid-BS-19It's kind of like the false prophet of epidemics because it's not even a epidemic. Impeccable timing with political stuff just like many other epidemics around the same time frame of elections. STFU and don't sneeze n cough on people,People still tripping over Covid-BS-19It's kind of like the false prophet of epidemics because it's not even a epidemic. Impeccable timing with political stuff just like many other epidemics around the same time frame of elections. STFU and don't sneeze n cough on people,TRUE
2030,An article shared hundreds of times on Facebook claims that the Ethiopian government has approved a traditional medicine treatment for COVID-19 after successful clinical trials on animals and humans,An article shared hundreds of times on Facebook claims that the Ethiopian government has approved a traditional medicine treatment for COVID-19 after successful clinical trials on animals and humans,FAKE
2033,"Drinking mix of baking soda and lemon as a hot tea cures Covid-19. Claims this “cure” has meant that there have been cases of Covid-19 in Israel, where the drink is popular","Drinking mix of baking soda and lemon as a hot tea cures Covid-19. Claims this “cure” has meant that there have been cases of Covid-19 in Israel, where the drink is popular",FAKE
2035,"""We will believe God for the best, but we will also prepare for the worst-case scenario. The important thing is to stay connected to the Holy Spirit so that He can give us clear instructions for what we need to do.""","""We will believe God for the best, but we will also prepare for the worst-case scenario. The important thing is to stay connected to the Holy Spirit so that He can give us clear instructions for what we need to do.""",TRUE
2037,Bolsonaro Aide Tests Positive for Coronavirus Days After Meeting Trump During Florida Trip,Bolsonaro Aide Tests Positive for Coronavirus Days After Meeting Trump During Florida Trip,TRUE
2043,Car insurance won’t cover damage to your vehicle during the quarantine,Car insurance won’t cover damage to your vehicle during the quarantine,FAKE
2045,A video claiming to be of Canadian Prime Minister Justin Trudeau’s wife Sophie Grégoire Trudeau who is infected with Coronavirus,A video claiming to be of Canadian Prime Minister Justin Trudeau’s wife Sophie Grégoire Trudeau who is infected with Coronavirus,FAKE
2047,"Deadly new virus in China has reached the U.S., CDC reports ","Deadly new virus in China has reached the U.S., CDC reports ",TRUE
2050,A councilor for Podemos in the Canary Islands tweeted that there are “useless elderly dead” that “are left over on the street”,A councilor for Podemos in the Canary Islands tweeted that there are “useless elderly dead” that “are left over on the street”,FAKE
2055,An audio that says that MMS or sodium chlorite cures the coronavirus in 24 hours,An audio that says that MMS or sodium chlorite cures the coronavirus in 24 hours,FAKE
2057,CDC Spokesman Confirms First US Case of China Coronavirus,CDC Spokesman Confirms First US Case of China Coronavirus,TRUE
2059,An Indian politician claimed that the strain of coronavirus in India is less virulent mutation,An Indian politician claimed that the strain of coronavirus in India is less virulent mutation,FAKE
2060,A vaccine for coronavirus has been found,A vaccine for coronavirus has been found,FAKE
2061,An image poster stating Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and not allowed them to be tested,An image poster stating Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and not allowed them to be tested,FAKE
2067,An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including 3 doctors,An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including 3 doctors,FAKE
2068,Are Decathlon’s snorkeling masks used in hospitals to help patients breathing,Are Decathlon’s snorkeling masks used in hospitals to help patients breathing,FAKE
2076,A picture claiming that an Italian man committed suicide after his whole family succumbed to COVID-19,A picture claiming that an Italian man committed suicide after his whole family succumbed to COVID-19,FAKE
2077,A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home,A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home,FAKE
2079,An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants,An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants,FAKE
2080,CDC is tentacle of PHARMA,CDC is tentacle of PHARMA,TRUE
2083,"A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby","A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby",FAKE
2084,Call the CDC!  TDS has become an epidemic,Call the CDC!  TDS has become an epidemic,TRUE
2086,"A herd of deer shared as them flocking out in Tamil Nadu, India due to the lockdown of the Coronavirus","A herd of deer shared as them flocking out in Tamil Nadu, India due to the lockdown of the Coronavirus",FAKE
2087,CDC: Romaine Lettuce is not safe. America: *stops selling the lettuce and people stop buying it* CDC: Vaccines work,CDC: Romaine Lettuce is not safe. America: *stops selling the lettuce and people stop buying it* CDC: Vaccines work,TRUE
2095,CDC says you can prevent corona virus by sticking a lime in it,CDC says you can prevent corona virus by sticking a lime in it,TRUE
2096,"Augusto Heleno, Brazilian general, was cured from COVID-19 infection using chloroquine","Augusto Heleno, Brazilian general, was cured from COVID-19 infection using chloroquine",FAKE
2098,"Dead bodies of coronavirus patients are being discarded now in mass graves in Italy, according to a 23-second video clip that has gone viral on social media","Dead bodies of coronavirus patients are being discarded now in mass graves in Italy, according to a 23-second video clip that has gone viral on social media",FAKE
2101,"BREAKING: Wuhan, China halts all travel in and out of the city after Corona Disease kills 17, and has infected over 600+ people worldwide. Scientists at the CDC are saying that over 10,000+ people could have been exposed to the deadly virus","BREAKING: Wuhan, China halts all travel in and out of the city after Corona Disease kills 17, and has infected over 600+ people worldwide. Scientists at the CDC are saying that over 10,000+ people could have been exposed to the deadly virus",TRUE
2102,All healthcare professionals should be sure to ask for patients recent travel history,All healthcare professionals should be sure to ask for patients recent travel history,TRUE
2103,"An image has been shared hundreds of times in multiple posts on Facebook alongside a claim it shows a poster issued by activist group Extinction Rebellion that states “Corona is the cure, humans are the disease”","An image has been shared hundreds of times in multiple posts on Facebook alongside a claim it shows a poster issued by activist group Extinction Rebellion that states “Corona is the cure, humans are the disease”",FAKE
2108,"A 48 year-old man, unemployed due to the COVID-19 crisis, attempted suicide in S?o Paulo","A 48 year-old man, unemployed due to the COVID-19 crisis, attempted suicide in S?o Paulo",FAKE
2110,Chinese CDC classified the #WuhanVirus in the same category as SARS and HIV. The World Health Organization declined to declare whether the virus is an international emergency. Yet Washington State Gov Inslee says it’s no biggie,Chinese CDC classified the #WuhanVirus in the same category as SARS and HIV. The World Health Organization declined to declare whether the virus is an international emergency. Yet Washington State Gov Inslee says it’s no biggie,TRUE
2111,"According to the CDC, Georgia is ranked among the highest in the nation for flu risk. Listen to last year’s pilot episode of our Medical Moments podcast to learn more about the flu, what we’re doing to combat it and how you can protect yourself: ","According to the CDC, Georgia is ranked among the highest in the nation for flu risk. Listen to last year’s pilot episode of our Medical Moments podcast to learn more about the flu, what we’re doing to combat it and how you can protect yourself: ",TRUE
2113,"“ASD can sometimes be detected at 18 months or younger. By age 2, a diagnosis by an experienced professional can be considered very reliable.�?- taken straight from the cdc’s website. Many children don’t get a final diagnosis until they are around 4 or 5","“ASD can sometimes be detected at 18 months or younger. By age 2, a diagnosis by an experienced professional can be considered very reliable.�?- taken straight from the cdc’s website. Many children don’t get a final diagnosis until they are around 4 or 5",TRUE
2117,"Cure for MERS-CoV/#WuhanCoronavirus? Kimchi, traditional fermented Korean food, proven more effective against preventing influenza/coronovirus virus than a vaccine. Lactic acid bacteria, green onion & ginger in kimchi serve as all natural antiviral agents. https://","Cure for MERS-CoV/#WuhanCoronavirus? Kimchi, traditional fermented Korean food, proven more effective against preventing influenza/coronovirus virus than a vaccine. Lactic acid bacteria, green onion & ginger in kimchi serve as all natural antiviral agents. https://",TRUE
2118,"In Sri Lanka, Sathosa Supermarket trucks bearing the image of former PM Mahinda Rajapaksa being used to distribute food during current COVID-19 curfew. And text condemning the act by mentioning how ethical is it to carry out such acts during this difficult times and gain political advantange","In Sri Lanka, Sathosa Supermarket trucks bearing the image of former PM Mahinda Rajapaksa being used to distribute food during current COVID-19 curfew. And text condemning the act by mentioning how ethical is it to carry out such acts during this difficult times and gain political advantange",FAKE
2126,Chinese government has covered up #coronavirus--as they did with ASF,Chinese government has covered up #coronavirus--as they did with ASF,TRUE
2129,A treatment for COVID-19 to be manufactured in Uganda,A treatment for COVID-19 to be manufactured in Uganda,FAKE
2130,Did an American die because he self-administered chloroquine ,Did an American die because he self-administered chloroquine ,FAKE
2131,45 has been trying to gut CDC. There is a role for the federal government,45 has been trying to gut CDC. There is a role for the federal government,TRUE
2133,A publication claiming the city of San José in Costa Rica has created mass graves for COVID-19 victims,A publication claiming the city of San José in Costa Rica has created mass graves for COVID-19 victims,FAKE
2135,Coronavirus remains on the asphalt for 9 days,Coronavirus remains on the asphalt for 9 days,FAKE
2136,We vaccinated our first born son we didn’t know any better we followed the cdc schedule he’s now autistic. My daughter is unvaccinated and is healthy she’s never had a fever no ear aches. She eats natural foods no processed bullshit. Wish we would have researched more,We vaccinated our first born son we didn’t know any better we followed the cdc schedule he’s now autistic. My daughter is unvaccinated and is healthy she’s never had a fever no ear aches. She eats natural foods no processed bullshit. Wish we would have researched more,TRUE
2142,"A publication on Facebook assures that it is confirmed that “the [Spanish] President and the 3 Vice Presidents are ill with COVID-19 and assures that the King must close the Parliament, dissolve the Cortes and take political and military control of the country","A publication on Facebook assures that it is confirmed that “the [Spanish] President and the 3 Vice Presidents are ill with COVID-19 and assures that the King must close the Parliament, dissolve the Cortes and take political and military control of the country",FAKE
2144,Cigarette smoke spreads coronavirus,Cigarette smoke spreads coronavirus,FAKE
2145,CDC confirms Chinese coronavirus has arrived in the US  �?#Technology,CDC confirms Chinese coronavirus has arrived in the US  �?#Technology,TRUE
2149,A video circulating on WhatsApp on a COVID-19 patient escaping from an hospital in Costa Rica,A video circulating on WhatsApp on a COVID-19 patient escaping from an hospital in Costa Rica,FAKE
2150,A message in an image claims that drinking coffee can help to prevent the new coronavirus,A message in an image claims that drinking coffee can help to prevent the new coronavirus,FAKE
2152,"A Pakistani doctor, Dr Osama Riaz’s last message for you (while taking his last breath)","A Pakistani doctor, Dr Osama Riaz’s last message for you (while taking his last breath)",FAKE
2157,"After dealing with 134 patients, an Italien doctor couple took off their masks and stared at each other from the bottom of their hearts. Both of them died later","After dealing with 134 patients, an Italien doctor couple took off their masks and stared at each other from the bottom of their hearts. Both of them died later",FAKE
2159,An image of a couple who are claimed to be doctors and have lost their lives due to Coronavirus,An image of a couple who are claimed to be doctors and have lost their lives due to Coronavirus,FAKE
2160,"A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has ‘successfully’ developed a vaccine against the new coronavirus, which causes Covid-19 disease. Portugal would receive the first doses in a few days","A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has ‘successfully’ developed a vaccine against the new coronavirus, which causes Covid-19 disease. Portugal would receive the first doses in a few days",FAKE
2164,"#BREAKING PRC has ordered its Central Command soldiers in PLA to seal off #Wuhan - a city of 11 million - just seal it off and be in biological warfare gear when doing it. Yet, CDC and WHO are ""nothing to see here move on","#BREAKING PRC has ordered its Central Command soldiers in PLA to seal off #Wuhan - a city of 11 million - just seal it off and be in biological warfare gear when doing it. Yet, CDC and WHO are ""nothing to see here move on",TRUE
2171,"Years ago, there was this scientific forum, they were asked what could be the most probably way for mankind to end. War, asteroid impact, global warming, etc. First probable cause was an engineered plague. Curiously they quarantined Wuhan and cancelled all new year celebrations","Years ago, there was this scientific forum, they were asked what could be the most probably way for mankind to end. War, asteroid impact, global warming, etc. First probable cause was an engineered plague. Curiously they quarantined Wuhan and cancelled all new year celebrations",TRUE
2172,"The problem with Chinese is they are not very good at managing crises.  I suspect this is not some ""random"" occurrence of virus.  Probably something got leaked from a research center in Wuhan by accident.  Like ASF that wiped out half of the pig population in China the past year","The problem with Chinese is they are not very good at managing crises.  I suspect this is not some ""random"" occurrence of virus.  Probably something got leaked from a research center in Wuhan by accident.  Like ASF that wiped out half of the pig population in China the past year",TRUE
2178,China got prepared to contain the virus and let the whole population got infected,China got prepared to contain the virus and let the whole population got infected,FAKE
2181,A post says that a vaccine for the new coronavirus will be available in a few days,A post says that a vaccine for the new coronavirus will be available in a few days,FAKE
2190,A police commissioner from Mumbai has asked essential services to be available at certain hours,A police commissioner from Mumbai has asked essential services to be available at certain hours,FAKE
2194,End of the world': Wuhan a ghost town under quarantine,End of the world': Wuhan a ghost town under quarantine,TRUE
2196,"A post says that, on March 22, 793 people died in Italy and including 232 kids","A post says that, on March 22, 793 people died in Italy and including 232 kids",FAKE
2198,"To keep yourself and your family members safe and healthy this festive season, here are some simple tips via The Straits Times �? Visit the MOH website for updates on the coronavirus at  ","To keep yourself and your family members safe and healthy this festive season, here are some simple tips via The Straits Times �? Visit the MOH website for updates on the coronavirus at  ",TRUE
2201,“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus,“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus,FAKE
2203,"Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of March 23, 2020. Posts sharing the streams claimed that the chaotic scene was happening in real-time","Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of March 23, 2020. Posts sharing the streams claimed that the chaotic scene was happening in real-time",FAKE
2205,A vaccine against coronavirus was developed,A vaccine against coronavirus was developed,FAKE
2211,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,FAKE
2212,"Concerned about Wuhan #coronarovirus? @Rutgers_NJMS asst. prof. Dr. Debra Chew, former @CDCgov epidemic intelligence officer, discusses the evolving outbreak & advises on how stay healthy","Concerned about Wuhan #coronarovirus? @Rutgers_NJMS asst. prof. Dr. Debra Chew, former @CDCgov epidemic intelligence officer, discusses the evolving outbreak & advises on how stay healthy",TRUE
2213,"A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s","A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s",FAKE
2218,"A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country","A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country",FAKE
2219,"A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube alongside a claim that it shows a drone launching fireworks at people who breached a curfew in Malaysia during a nationwide coronavirus lockdown","A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube alongside a claim that it shows a drone launching fireworks at people who breached a curfew in Malaysia during a nationwide coronavirus lockdown",FAKE
2221,A Twitter user claimed that Russia released 500 tigers to keep people inside during lockdown,A Twitter user claimed that Russia released 500 tigers to keep people inside during lockdown,FAKE
2223,An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure to Covid-19,An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure to Covid-19,FAKE
2229,Celebrities spreading misinformation about coronavirus and the Janata curfew in India,Celebrities spreading misinformation about coronavirus and the Janata curfew in India,FAKE
2231,“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”,“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”,FAKE
2233,Belgium Health Minister has banned group sex due to coronavirus outbreak associated with orgy,Belgium Health Minister has banned group sex due to coronavirus outbreak associated with orgy,FAKE
2234,A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of Covid-19 to stop,A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of Covid-19 to stop,FAKE
2235,Denmark passed from 200 new cases of Covid-19 in one day to only 26 cases,Denmark passed from 200 new cases of Covid-19 in one day to only 26 cases,FAKE
2236,Bkt pag China ang bait nila and we have territorial disputes with them. And US  just revoked a visa of  your crony and youre already waging war,Bkt pag China ang bait nila and we have territorial disputes with them. And US  just revoked a visa of  your crony and youre already waging war,U
2237,Bizarre. In original 1981 edition it was a Russian bioweapon named Gorki-400. After the cold war ended it was changed to Wuhan-400 for The 1996 edition. A virus called Wuhan-400 causes outbreak �?in a Dean Koontz thriller from 1981.  �?lähteestä,Bizarre. In original 1981 edition it was a Russian bioweapon named Gorki-400. After the cold war ended it was changed to Wuhan-400 for The 1996 edition. A virus called Wuhan-400 causes outbreak �?in a Dean Koontz thriller from 1981.  �?lähteestä,U
2242,"""#China said it had 1,010 cases & 41 deaths. Many more cases are not being reported, experts believe.“We heard it was over 1,000 when they were only reporting a couple hundred cases,�?-HHS official ""","""#China said it had 1,010 cases & 41 deaths. Many more cases are not being reported, experts believe.“We heard it was over 1,000 when they were only reporting a couple hundred cases,�?-HHS official """,U
2243,A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital,A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital,FAKE
2245,definitely since 1986 it hasn't changed much ... it even got worse I think .,definitely since 1986 it hasn't changed much ... it even got worse I think .,U
2247,Chroloquine could cure coronavirus,Chroloquine could cure coronavirus,U
2248,"“The worst time for us is when we hear the count of how many are sick.""","“The worst time for us is when we hear the count of how many are sick.""",U
2250,“19 Tigers fans got infected with COVID-19 in NY”,“19 Tigers fans got infected with COVID-19 in NY”,FAKE
2252,"A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus, COVID-19","A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus, COVID-19",FAKE
2254,A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — a seeming flouting of precautions during the novel coronavirus pandemic,A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — a seeming flouting of precautions during the novel coronavirus pandemic,FAKE
2257,An image of coffins showing the victims of COVID-19 in Italy,An image of coffins showing the victims of COVID-19 in Italy,FAKE
2258,An image of coffins in Italy,An image of coffins in Italy,FAKE
2264,"1720, 1919, 2020… Every hundred years, a pandemia “cleans” the Earth","1720, 1919, 2020… Every hundred years, a pandemia “cleans” the Earth",FAKE
2268,“Fish tank additive may treat coronavirus.”,“Fish tank additive may treat coronavirus.”,FAKE
2271,A post claims that there are no cases of the new coronavirus in Russia,A post claims that there are no cases of the new coronavirus in Russia,FAKE
2275,A runny nose is not a COVID-19’s symptom,A runny nose is not a COVID-19’s symptom,FAKE
2278,“Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.”,“Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.”,FAKE
2281,Crocodiles were spotted swimming in the canals of Venice without the bustle of tourists,Crocodiles were spotted swimming in the canals of Venice without the bustle of tourists,FAKE
2284,"Coronavirus outbreak: State Department races to get Americans out of Wuhan, China","Coronavirus outbreak: State Department races to get Americans out of Wuhan, China",U
2288,"Agnès Buzyn, former french minister of Health, took chloroquine out of a list of drugs that could be sold over the counter when the coronavirus started to spread","Agnès Buzyn, former french minister of Health, took chloroquine out of a list of drugs that could be sold over the counter when the coronavirus started to spread",FAKE
2293,"""The #coronavirus came into that marketplace before it came out of that marketplace.""","""The #coronavirus came into that marketplace before it came out of that marketplace.""",U
2296,"According to Art. 116, a “state of emergency” will be implemented in Mexico that will limit the free movement of people to combat the #COVID-19 epidemic","According to Art. 116, a “state of emergency” will be implemented in Mexico that will limit the free movement of people to combat the #COVID-19 epidemic",FAKE
2297,China recognizes Palestinian doctor as discoverer of Corona COVID-19 virus vaccine,China recognizes Palestinian doctor as discoverer of Corona COVID-19 virus vaccine,FAKE
2298,Ban Chinese from wuhan Pls Lockdown,Ban Chinese from wuhan Pls Lockdown,U
2300,"As #Wuhan becomes known through #coronavirus, the city’s true hero 秦永�?Qin Yongmin, China’s Mandela, is in his 23rd year in prison, forgotten by the international community.He was the most persistent leader of China’s fight for democracy, detained 40 times in last 40 years","As #Wuhan becomes known through #coronavirus, the city’s true hero 秦永�?Qin Yongmin, China’s Mandela, is in his 23rd year in prison, forgotten by the international community.He was the most persistent leader of China’s fight for democracy, detained 40 times in last 40 years",U
2301,Drinking water every 15 minutes helps to avoid the contagion of cononavirus,Drinking water every 15 minutes helps to avoid the contagion of cononavirus,FAKE
2302,An audio message shared by Whatsapp users affirms that COVID-19 dies at 27° Celsius,An audio message shared by Whatsapp users affirms that COVID-19 dies at 27° Celsius,FAKE
2303,An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus,An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus,FAKE
2304,"Beverages like ‘akpeteshie’, a local brewed spirit made from sugarcane or palm wine, can be used as a substitute for hand sanitizers","Beverages like ‘akpeteshie’, a local brewed spirit made from sugarcane or palm wine, can be used as a substitute for hand sanitizers",FAKE
2306,"Allegations, that garlic and cold shower helps to avoid COVID19","Allegations, that garlic and cold shower helps to avoid COVID19",FAKE
2308,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was “ready” to be administered","A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was “ready” to be administered",FAKE
2309,"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp","A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp",FAKE
2313,#coronavirus is stolen from Canada by🇨🇳espionage & sent to Wuhan to be weaponized to kill foreign enemies. Now the deadly weaponized virus kills 80 Chinese & no foreigners & becomes Emperor Shithole's Chernobyl,#coronavirus is stolen from Canada by🇨🇳espionage & sent to Wuhan to be weaponized to kill foreign enemies. Now the deadly weaponized virus kills 80 Chinese & no foreigners & becomes Emperor Shithole's Chernobyl,U
2316,"A message shared on WhatsApp and Facebook claims that 15 coronavirus cases were linked to Burnaby’s Metrotown mall, in the western Canadian province of British Columbia","A message shared on WhatsApp and Facebook claims that 15 coronavirus cases were linked to Burnaby’s Metrotown mall, in the western Canadian province of British Columbia",FAKE
2320,Claim that the coronavirus was created and patented in a French institute (Institut Pasteur),Claim that the coronavirus was created and patented in a French institute (Institut Pasteur),FAKE
2323,Bring everyone in from Wuhan! There's no symptoms! You don't need to have a temperature to have it! Just go to a GP and spread it when you feel like it! (Broughttoyouby @NSWHEALTH Sydney) #lawsuits coming,Bring everyone in from Wuhan! There's no symptoms! You don't need to have a temperature to have it! Just go to a GP and spread it when you feel like it! (Broughttoyouby @NSWHEALTH Sydney) #lawsuits coming,U
2325,“coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace”,“coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace”,FAKE
2328,COVID-19 passengers being disembarked at Senegal airport,COVID-19 passengers being disembarked at Senegal airport,FAKE
2333,Christine Lagarde said: “The elderly live too long and that is a risk to the global economy”,Christine Lagarde said: “The elderly live too long and that is a risk to the global economy”,FAKE
2334,"Cali in Colombia is going to be quarantined, that is to say that for 14 days all commerce, supermarkets, shopping malls will be closed, no one can enter or leave by land or by plane","Cali in Colombia is going to be quarantined, that is to say that for 14 days all commerce, supermarkets, shopping malls will be closed, no one can enter or leave by land or by plane",FAKE
2338,"There have been ~3,000 recorded cases of Wuhan coronavirus & 80 deaths. By comparison, 3-5 million people contract serious flu cases requiring hospitalization/year & somewhere between 290K-650K die. ""When it come to being fearful, better the devil we know than the one we don’t""","There have been ~3,000 recorded cases of Wuhan coronavirus & 80 deaths. By comparison, 3-5 million people contract serious flu cases requiring hospitalization/year & somewhere between 290K-650K die. ""When it come to being fearful, better the devil we know than the one we don’t""",U
2341,Coronavirus phase 4 involves war code,Coronavirus phase 4 involves war code,FAKE
